ip.version,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum,tcp.urgent_pointer,tcp.options.mss_val
"4","20",,"0x1db1","0x02","0","1","0","0","49","6","0xa8ec","66.203.125.15","192.168.1.2","436","0x22","443","49287","385","346","384","32","0x0018","0","0","0","1","1","0","0","43","0x2c97","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xb93f","192.168.1.2","66.203.125.15","52","0x00","49287","443","346","769","0","32","0x0010","0","0","0","0","1","0","0","2048","0x8fb6","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xb7e4","192.168.1.2","66.203.125.15","397","0x02","49287","443","346","769","345","32","0x0018","0","0","0","1","1","0","0","2048","0x0876","0",
"4","20",,"0xc909","0x00","0","0","0","0","242","6","0xce6d","99.86.12.76","192.168.1.2","52","0x00","443","49850","1","2","0","32","0x0010","0","0","0","0","1","0","0","198","0xfb2e","0",
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xd67f","0x02","0","1","0","0","50","6","0xa086","151.101.120.134","192.168.1.2","52","0x28","443","49882","1","2","0","32","0x0010","0","0","0","0","1","0","0","287","0x9cf1","0",
"4","20",,"0x1db2","0x02","0","1","0","0","49","6","0xaa6d","66.203.125.15","192.168.1.2","52","0x20","443","49287","769","691","0","32","0x0010","0","0","0","0","1","0","0","43","0x9494","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"6",,,,,,,,,,,,,,,,"50013","49637","1745","1321","0","20","0x0010","0","0","0","0","1","0","0","2048","0x00b9","0",
"6",,,,,,,,,,,,,,,,"49637","50013","1321","1746","0","32","0x0010","0","0","0","0","1","0","0","2048","0x1bd3","0",
"4","20",,"0x0137","0x00","0","0","0","0","64","6","0xa003","192.168.1.2","151.101.128.134","40","0x00","49889","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2053","0xd5bd","0",
"4","20",,"0x5e5a","0x00","0","0","0","0","64","6","0x42e0","192.168.1.2","151.101.128.134","40","0x00","49886","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x2040","0",
"4","20",,"0x8bab","0x00","0","0","0","0","1","17","0x7bd1","192.168.1.2","239.255.255.250","204","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xe68b","0x02","0","1","0","0","58","6","0x8082","151.101.128.134","192.168.1.2","52","0x20","443","49889","1","2","0","32","0x0010","0","0","0","0","1","0","0","290","0x4b4f","0",
"4","20",,"0xd92f","0x02","0","1","0","0","58","6","0x8dde","151.101.128.134","192.168.1.2","52","0x20","443","49886","1","2","0","32","0x0010","0","0","0","0","1","0","0","301","0xda25","0",
"4","20",,"0xb3b0","0x00","0","0","0","0","64","6","0x5bc1","192.168.1.2","35.160.134.20","40","0x00","49883","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x7539","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xb1d2","0x02","0","1","0","0","223","6","0x7e72","35.160.134.20","192.168.1.2","52","0x20","443","49883","1","2","0","32","0x0010","0","0","0","0","1","0","0","393","0x5405","0",
"4","20",,"0x91af","0x00","0","0","0","0","1","17","0x75cd","192.168.1.2","239.255.255.250","204","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x2793","0x00","0","0","0","0","64","6","0x0fd0","192.168.1.2","18.161.111.34","40","0x00","49885","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","9188","0x9014","0",
"4","20",,"0xbda0","0x00","0","0","0","0","64","6","0x79c2","192.168.1.2","18.161.111.34","40","0x00","49888","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x1ddc","0",
"4","20",,"0xbb28","0x02","0","1","0","0","255","17","0x1d91","192.168.1.54","224.0.0.251","89","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xee46","0x00","0","0","0","0","64","6","0x0931","192.168.1.6","192.168.1.2","40","0x00","50011","49567","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xb217","0",
"4","20",,"0x60b2","0x00","0","0","0","0","244","6","0x2284","18.161.111.34","192.168.1.2","52","0x20","443","49885","1","2","0","32","0x0010","0","0","0","0","1","0","0","135","0xa869","0",
"4","20",,"0xebc3","0x00","0","0","0","0","244","6","0x9772","18.161.111.34","192.168.1.2","52","0x20","443","49888","1","2","0","32","0x0010","0","0","0","0","1","0","0","135","0x7e9c","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xb76b","192.168.1.2","192.168.1.6","52","0x00","49567","50011","1","2","0","32","0x0010","0","0","0","0","1","0","0","2048","0xcf7c","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x7ee5","0x00","0","0","0","0","1","17","0x8897","192.168.1.2","239.255.255.250","204","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x4f46","0x00","0","0","0","0","64","6","0x5849","192.168.1.2","151.101.122.49","40","0x00","49891","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x23ac","0",
"4","20",,"0x8333","0x00","0","0","0","0","64","6","0x2607","192.168.1.2","151.101.120.134","40","0x00","49887","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x1544","0",
"4","20",,"0xc128","0x02","0","1","0","0","50","6","0xb432","151.101.122.49","192.168.1.2","52","0x28","443","49891","1","2","0","32","0x0010","0","0","0","0","1","0","0","287","0xfe5b","0",
"4","20",,"0x64fb","0x00","0","0","0","0","1","17","0xa281","192.168.1.2","239.255.255.250","204","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xda2b","0x02","0","1","0","0","50","6","0x9cda","151.101.120.134","192.168.1.2","52","0x28","443","49887","1","2","0","32","0x0010","0","0","0","0","1","0","0","301","0x0867","0",
"4","20",,"0x11f0","0x00","0","0","0","0","64","6","0xa0aa","192.168.1.2","146.75.116.64","40","0x00","49894","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x6d20","0",
"4","20",,"0x0c27","0x02","0","1","0","0","48","6","0x7647","146.75.116.64","192.168.1.2","52","0x20","443","49894","1","2","0","32","0x0010","0","0","0","0","1","0","0","290","0xe776","0",
"4","20",,"0x0a0f","0x02","0","1","0","0","55","6","0xe404","162.247.241.14","192.168.1.2","52","0x00","443","49562","403","1058","0","32","0x0010","0","0","0","0","1","0","0","8","0x91c2","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe513","192.168.1.2","162.247.241.14","52","0x00","49562","443","1058","404","0","32","0x0010","0","0","0","0","1","0","0","2048","0x01e2","0",
"4","20",,"0x9e22","0x00","0","0","0","0","64","17","0x5819","192.168.1.2","192.168.1.255","96","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x8834","0x00","0","0","0","0","64","6","0x2367","192.168.1.2","198.8.71.130","40","0x00","49900","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xa95e","0",
"4","20",,"0x5842","0x00","0","0","0","0","64","6","0x5359","192.168.1.2","198.8.71.130","40","0x00","49903","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x36dd","0",
"4","20",,"0x67eb","0x02","0","1","0","0","242","6","0x518f","198.8.71.130","192.168.1.2","40","0x20","443","49900","1","2","0","20","0x0010","0","0","0","0","1","0","0","16483","0x70fa","0",
"4","20",,"0xfb8c","0x02","0","1","0","0","42","6","0xfd39","54.227.95.54","192.168.1.2","76","0x22","443","49890","97","113","24","32","0x0018","0","0","0","1","1","0","0","530","0xc11e","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe300","192.168.1.2","54.227.95.54","52","0x00","49890","443","113","121","0","32","0x0010","0","0","0","0","1","0","0","2048","0x7fbe","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe2e2","192.168.1.2","54.227.95.54","80","0x02","49890","443","113","121","28","32","0x0018","0","0","0","1","1","0","0","2048","0x5f8e","0",
"4","20",,"0x8477","0x02","0","1","0","0","242","6","0x3503","198.8.71.130","192.168.1.2","40","0x20","443","49903","1","2","0","20","0x0010","0","0","0","0","1","0","0","17678","0xf9cd","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xfb8d","0x02","0","1","0","0","42","6","0xfd52","54.227.95.54","192.168.1.2","52","0x20","443","49890","121","141","0","32","0x0010","0","0","0","0","1","0","0","530","0x84ad","0",
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c03","142.250.182.14","192.168.1.2","55","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xdfc8","0x02","0","1","0","0","255","17","0xf91c","192.168.1.10","224.0.0.251","89","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xf9db","0x00","0","0","0","0","64","6","0x6652","192.168.1.2","66.117.22.131","40","0x00","49964","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x181b","0",
"4","20",,"0xee76","0x02","0","1","0","0","41","6","0x48b7","66.117.22.131","192.168.1.2","40","0x00","443","49964","1","4294967196","0","20","0x0004","0","0","1","0","0","0","0","0","0xd9f3","0",
